,week,position,name,analyst,error
1067,11,K,Joshua Karty,Scott Pianowski_error,
1068,11,K,Brandon Aubrey,Scott Pianowski_error,
1069,11,K,Evan McPherson,Scott Pianowski_error,
1070,11,K,Zane Gonzalez,Scott Pianowski_error,
1071,11,K,Blake Grupe,Scott Pianowski_error,
1072,11,K,Dustin Hopkins,Scott Pianowski_error,
1073,11,K,Matt Gay,Scott Pianowski_error,
1074,11,K,Jason Myers,Scott Pianowski_error,
1075,11,K,Spencer Shrader,Scott Pianowski_error,
1076,11,K,Cairo Santos,Scott Pianowski_error,
1077,11,K,Daniel Carlson,Scott Pianowski_error,
1078,11,K,Joey Slye,Scott Pianowski_error,
1079,11,K,Cam Little,Scott Pianowski_error,
1080,11,K,Anders Carlson,Scott Pianowski_error,
1081,11,K,Nick Folk,Scott Pianowski_error,
1082,12,K,Jake Bates,Scott Pianowski_error,13.0
1083,12,K,Ka'imi Fairbairn,Scott Pianowski_error,10.0
1084,12,K,Cameron Dicker,Scott Pianowski_error,0.0
1085,12,K,Jason Sanders,Scott Pianowski_error,4.0
1086,12,K,Wil Lutz,Scott Pianowski_error,6.0
1087,12,K,Justin Tucker,Scott Pianowski_error,7.0
1088,12,K,Chris Boswell,Scott Pianowski_error,11.0
1089,12,K,Chase McLaughlin,Scott Pianowski_error,9.0
1090,12,K,Jake Moody,Scott Pianowski_error,16.0
1091,12,K,Brandon Aubrey,Scott Pianowski_error,1.0
1092,12,K,Spencer Shrader,Scott Pianowski_error,6.0
1093,12,K,Jake Elliott,Scott Pianowski_error,7.0
1094,12,K,Chad Ryland,Scott Pianowski_error,
1095,12,K,Austin Seibert,Scott Pianowski_error,
1096,12,K,Brandon McManus,Scott Pianowski_error,
1097,12,K,Matt Gay,Scott Pianowski_error,
1098,12,K,Joshua Karty,Scott Pianowski_error,
1099,12,K,Jason Myers,Scott Pianowski_error,
1100,12,K,Joey Slye,Scott Pianowski_error,
1101,12,K,Daniel Carlson,Scott Pianowski_error,
1102,12,K,Dustin Hopkins,Scott Pianowski_error,
1103,12,K,Cairo Santos,Scott Pianowski_error,
1104,12,K,Graham Gano,Scott Pianowski_error,
1105,12,K,Nick Folk,Scott Pianowski_error,
1106,12,K,Eddy Pineiro,Scott Pianowski_error,
1107,13,K,Cameron Dicker,Scott Pianowski_error,7.0
1108,13,K,Jake Bates,Scott Pianowski_error,6.0
1109,13,K,Ka'imi Fairbairn,Scott Pianowski_error,3.0
1110,13,K,Chris Boswell,Scott Pianowski_error,2.0
1111,13,K,Chase McLaughlin,Scott Pianowski_error,4.0
1112,13,K,Brandon Aubrey,Scott Pianowski_error,8.0
1113,13,K,Wil Lutz,Scott Pianowski_error,7.0
1114,13,K,Justin Tucker,Scott Pianowski_error,9.0
1115,13,K,Jake Elliott,Scott Pianowski_error,13.0
1116,13,K,Tyler Bass,Scott Pianowski_error,
1117,13,K,Brandon McManus,Scott Pianowski_error,
1118,13,K,Jason Sanders,Scott Pianowski_error,17.0
1119,13,K,Chad Ryland,Scott Pianowski_error,10.0
1120,13,K,Younghoe Koo,Scott Pianowski_error,
1121,13,K,Joshua Karty,Scott Pianowski_error,
1122,13,K,Evan McPherson,Scott Pianowski_error,
1123,13,K,Jason Myers,Scott Pianowski_error,
1124,13,K,Matt Gay,Scott Pianowski_error,
1125,13,K,Zane Gonzalez,Scott Pianowski_error,
1126,13,K,Jake Moody,Scott Pianowski_error,
1127,13,K,Blake Grupe,Scott Pianowski_error,
1128,13,K,Matthew Wright,Scott Pianowski_error,
1129,13,K,Joey Slye,Scott Pianowski_error,
1130,13,K,Nick Folk,Scott Pianowski_error,
1131,13,K,Cairo Santos,Scott Pianowski_error,
1132,13,K,Dustin Hopkins,Scott Pianowski_error,
1133,13,K,Eddy Pineiro,Scott Pianowski_error,
1134,13,K,Daniel Carlson,Scott Pianowski_error,
1135,13,K,Cam Little,Scott Pianowski_error,
1136,13,K,Graham Gano,Scott Pianowski_error,
1137,1,K,Evan McPherson,Dalton Del Don_error,23.0
1138,1,K,Harrison Butker,Dalton Del Don_error,12.0
1139,1,K,Justin Tucker,Dalton Del Don_error,15.0
1140,1,K,Ka'imi Fairbairn,Dalton Del Don_error,3.0
1141,1,K,Jake Elliott,Dalton Del Don_error,3.0
1142,1,K,Tyler Bass,Dalton Del Don_error,
1143,1,K,Brandon Aubrey,Dalton Del Don_error,7.0
1144,1,K,Jason Sanders,Dalton Del Don_error,2.0
1145,1,K,Younghoe Koo,Dalton Del Don_error,20.0
1146,1,K,Jake Moody,Dalton Del Don_error,4.0
1147,1,K,Cairo Santos,Dalton Del Don_error,1.0
1148,1,K,Jason Myers,Dalton Del Don_error,
1149,1,K,Jake Bates,Dalton Del Don_error,8.0
1150,1,K,Cameron Dicker,Dalton Del Don_error,4.0
1151,1,K,Blake Grupe,Dalton Del Don_error,
1152,1,K,Dustin Hopkins,Dalton Del Don_error,
1153,1,K,Chase McLaughlin,Dalton Del Don_error,
1154,1,K,Daniel Carlson,Dalton Del Don_error,
1155,1,K,Chris Boswell,Dalton Del Don_error,
1156,1,K,Greg Zuerlein,Dalton Del Don_error,
1157,1,K,Joshua Karty,Dalton Del Don_error,
1158,1,K,Matt Prater,Dalton Del Don_error,
1159,1,K,Graham Gano,Dalton Del Don_error,
1160,1,K,Will Reichard,Dalton Del Don_error,
1161,1,K,Eddy Pineiro,Dalton Del Don_error,
1162,1,K,Cam Little,Dalton Del Don_error,
1163,1,K,Wil Lutz,Dalton Del Don_error,
1164,1,K,Joey Slye,Dalton Del Don_error,
1165,1,K,Brayden Narveson,Dalton Del Don_error,
1166,1,K,Nick Folk,Dalton Del Don_error,
1167,1,K,Spencer Shrader,Dalton Del Don_error,
1168,1,K,Cade York,Dalton Del Don_error,
1169,2,K,Justin Tucker,Dalton Del Don_error,5.0
1170,2,K,Harrison Butker,Dalton Del Don_error,10.0
1171,2,K,Brandon Aubrey,Dalton Del Don_error,3.0
1172,2,K,Ka'imi Fairbairn,Dalton Del Don_error,3.0
1173,2,K,Jake Elliott,Dalton Del Don_error,16.0
1174,2,K,Tyler Bass,Dalton Del Don_error,10.0
1175,2,K,Jake Moody,Dalton Del Don_error,23.0
1176,2,K,Jason Sanders,Dalton Del Don_error,18.0
1177,2,K,Evan McPherson,Dalton Del Don_error,
1178,2,K,Chris Boswell,Dalton Del Don_error,10.0
1179,2,K,Younghoe Koo,Dalton Del Don_error,1.0
1180,2,K,Cameron Dicker,Dalton Del Don_error,
1181,2,K,Cairo Santos,Dalton Del Don_error,
1182,2,K,Jake Bates,Dalton Del Don_error,6.0
1183,2,K,Jason Myers,Dalton Del Don_error,
1184,2,K,Blake Grupe,Dalton Del Don_error,
1185,2,K,Chase McLaughlin,Dalton Del Don_error,
1186,2,K,Joshua Karty,Dalton Del Don_error,17.0
1187,2,K,Greg Zuerlein,Dalton Del Don_error,
1188,2,K,Dustin Hopkins,Dalton Del Don_error,
1189,2,K,Matt Prater,Dalton Del Don_error,
1190,2,K,Daniel Carlson,Dalton Del Don_error,
1191,2,K,Cam Little,Dalton Del Don_error,
1192,2,K,Will Reichard,Dalton Del Don_error,
1193,2,K,Wil Lutz,Dalton Del Don_error,
1194,2,K,Nick Folk,Dalton Del Don_error,
1195,2,K,Eddy Pineiro,Dalton Del Don_error,
1196,2,K,Brayden Narveson,Dalton Del Don_error,
1197,3,K,Harrison Butker,Dalton Del Don_error,1.0
1198,3,K,Jake Moody,Dalton Del Don_error,13.0
1199,3,K,Brandon Aubrey,Dalton Del Don_error,6.0
1200,3,K,Ka'imi Fairbairn,Dalton Del Don_error,23.0
1201,3,K,Justin Tucker,Dalton Del Don_error,13.0
1202,3,K,Evan McPherson,Dalton Del Don_error,4.0
1203,3,K,Jake Elliott,Dalton Del Don_error,19.0
1204,3,K,Blake Grupe,Dalton Del Don_error,7.0
1205,3,K,Daniel Carlson,Dalton Del Don_error,21.0
1206,3,K,Cameron Dicker,Dalton Del Don_error,
1207,3,K,Tyler Bass,Dalton Del Don_error,
1208,3,K,Younghoe Koo,Dalton Del Don_error,
1209,3,K,Chase McLaughlin,Dalton Del Don_error,20.0
1210,3,K,Jake Bates,Dalton Del Don_error,14.0
1211,3,K,Cairo Santos,Dalton Del Don_error,4.0
1212,3,K,Jason Myers,Dalton Del Don_error,
1213,3,K,Dustin Hopkins,Dalton Del Don_error,
1214,3,K,Chris Boswell,Dalton Del Don_error,
1215,3,K,Matt Prater,Dalton Del Don_error,
1216,3,K,Greg Zuerlein,Dalton Del Don_error,
1217,3,K,Jason Sanders,Dalton Del Don_error,
1218,3,K,Will Reichard,Dalton Del Don_error,
1219,3,K,Brayden Narveson,Dalton Del Don_error,
1220,3,K,Cam Little,Dalton Del Don_error,
1221,3,K,Joshua Karty,Dalton Del Don_error,
1222,3,K,Wil Lutz,Dalton Del Don_error,
1223,3,K,Matt Gay,Dalton Del Don_error,
1224,3,K,Austin Seibert,Dalton Del Don_error,
1225,3,K,Eddy Pineiro,Dalton Del Don_error,
1226,3,K,Joey Slye,Dalton Del Don_error,
1227,3,K,Nick Folk,Dalton Del Don_error,
1228,4,K,Brandon Aubrey,Dalton Del Don_error,6.0
1229,4,K,Ka'imi Fairbairn,Dalton Del Don_error,19.0
1230,4,K,Harrison Butker,Dalton Del Don_error,22.0
1231,4,K,Jake Moody,Dalton Del Don_error,2.0
1232,4,K,Evan McPherson,Dalton Del Don_error,0.0
1233,4,K,Matt Prater,Dalton Del Don_error,25.0
1234,4,K,Justin Tucker,Dalton Del Don_error,18.0
1235,4,K,Younghoe Koo,Dalton Del Don_error,5.0
1236,4,K,Blake Grupe,Dalton Del Don_error,7.0
1237,4,K,Chase McLaughlin,Dalton Del Don_error,4.0
1238,4,K,Chris Boswell,Dalton Del Don_error,7.0
1239,4,K,Jason Myers,Dalton Del Don_error,17.0
1240,4,K,Tyler Bass,Dalton Del Don_error,
1241,4,K,Jake Elliott,Dalton Del Don_error,
1242,4,K,Jake Bates,Dalton Del Don_error,
1243,4,K,Dustin Hopkins,Dalton Del Don_error,
1244,4,K,Cairo Santos,Dalton Del Don_error,
1245,4,K,Daniel Carlson,Dalton Del Don_error,
1246,4,K,Will Reichard,Dalton Del Don_error,
1247,4,K,Brayden Narveson,Dalton Del Don_error,
1248,4,K,Cameron Dicker,Dalton Del Don_error,
1249,4,K,Greg Zuerlein,Dalton Del Don_error,
1250,4,K,Wil Lutz,Dalton Del Don_error,
1251,4,K,Austin Seibert,Dalton Del Don_error,
1252,4,K,Jason Sanders,Dalton Del Don_error,
1253,4,K,Cam Little,Dalton Del Don_error,
1254,4,K,Greg Joseph,Dalton Del Don_error,
1255,4,K,Eddy Pineiro,Dalton Del Don_error,
1256,4,K,Joshua Karty,Dalton Del Don_error,
1257,4,K,Nick Folk,Dalton Del Don_error,
1258,4,K,Joey Slye,Dalton Del Don_error,
1259,4,K,Matt Gay,Dalton Del Don_error,
1260,5,K,Brandon Aubrey,Dalton Del Don_error,10.0
1261,5,K,Harrison Butker,Dalton Del Don_error,2.0
1262,5,K,Ka'imi Fairbairn,Dalton Del Don_error,5.0
1263,5,K,Younghoe Koo,Dalton Del Don_error,5.0
1264,5,K,Justin Tucker,Dalton Del Don_error,2.0
1265,5,K,Jake Moody,Dalton Del Don_error,16.0
1266,5,K,Chase McLaughlin,Dalton Del Don_error,7.0
1267,5,K,Evan McPherson,Dalton Del Don_error,16.0
1268,5,K,Tyler Bass,Dalton Del Don_error,6.0
1269,5,K,Jason Myers,Dalton Del Don_error,8.0
1270,5,K,Cairo Santos,Dalton Del Don_error,8.0
1271,5,K,Chris Boswell,Dalton Del Don_error,
1272,5,K,Dustin Hopkins,Dalton Del Don_error,
1273,5,K,Blake Grupe,Dalton Del Don_error,
1274,5,K,Austin Seibert,Dalton Del Don_error,
1275,5,K,Wil Lutz,Dalton Del Don_error,3.0
1276,5,K,Will Reichard,Dalton Del Don_error,
1277,5,K,Matt Gay,Dalton Del Don_error,
1278,5,K,Greg Zuerlein,Dalton Del Don_error,
1279,5,K,Cam Little,Dalton Del Don_error,
1280,5,K,Brayden Narveson,Dalton Del Don_error,
1281,5,K,Daniel Carlson,Dalton Del Don_error,
1282,5,K,Eddy Pineiro,Dalton Del Don_error,
1283,5,K,Joshua Karty,Dalton Del Don_error,
1284,5,K,Joey Slye,Dalton Del Don_error,
1285,5,K,Chad Ryland,Dalton Del Don_error,
1286,5,K,Jason Sanders,Dalton Del Don_error,
1287,5,K,Greg Joseph,Dalton Del Don_error,
1288,6,K,Brandon Aubrey,Dalton Del Don_error,5.0
1289,6,K,Younghoe Koo,Dalton Del Don_error,3.0
1290,6,K,Ka'imi Fairbairn,Dalton Del Don_error,1.0
1291,6,K,Justin Tucker,Dalton Del Don_error,0.0
1292,6,K,Chase McLaughlin,Dalton Del Don_error,8.0
1293,6,K,Evan McPherson,Dalton Del Don_error,13.0
1294,6,K,Chris Boswell,Dalton Del Don_error,3.0
1295,6,K,Austin Seibert,Dalton Del Don_error,9.0
1296,6,K,Jake Elliott,Dalton Del Don_error,10.0
1297,6,K,Jason Myers,Dalton Del Don_error,10.0
1298,6,K,Tyler Bass,Dalton Del Don_error,
1299,6,K,Cameron Dicker,Dalton Del Don_error,
1300,6,K,Greg Joseph,Dalton Del Don_error,
1301,6,K,Cairo Santos,Dalton Del Don_error,10.0
1302,6,K,Jake Bates,Dalton Del Don_error,
1303,6,K,Brayden Narveson,Dalton Del Don_error,
1304,6,K,Blake Grupe,Dalton Del Don_error,
1305,6,K,Matt Gay,Dalton Del Don_error,
1306,6,K,Wil Lutz,Dalton Del Don_error,
1307,6,K,Nick Folk,Dalton Del Don_error,
1308,6,K,Cam Little,Dalton Del Don_error,
1309,6,K,Eddy Pineiro,Dalton Del Don_error,
1310,6,K,Chad Ryland,Dalton Del Don_error,
1311,6,K,Matthew Wright,Dalton Del Don_error,6.0
1312,6,K,Daniel Carlson,Dalton Del Don_error,
1313,6,K,Greg Zuerlein,Dalton Del Don_error,
1314,6,K,Dustin Hopkins,Dalton Del Don_error,
1315,6,K,Joey Slye,Dalton Del Don_error,
1316,7,K,Younghoe Koo,Dalton Del Don_error,23.0
1317,7,K,Justin Tucker,Dalton Del Don_error,3.0
1318,7,K,Ka'imi Fairbairn,Dalton Del Don_error,3.0
1319,7,K,Austin Seibert,Dalton Del Don_error,2.0
1320,7,K,Evan McPherson,Dalton Del Don_error,17.0
1321,7,K,Will Reichard,Dalton Del Don_error,3.0
1322,7,K,Chase McLaughlin,Dalton Del Don_error,10.0
1323,7,K,Harrison Butker,Dalton Del Don_error,9.0
1324,7,K,Jake Elliott,Dalton Del Don_error,
1325,7,K,Cameron Dicker,Dalton Del Don_error,10.0
1326,7,K,Jake Bates,Dalton Del Don_error,
1327,7,K,Jason Myers,Dalton Del Don_error,1.0
1328,7,K,Tyler Bass,Dalton Del Don_error,
1329,7,K,Matt Gay,Dalton Del Don_error,
1330,7,K,Blake Grupe,Dalton Del Don_error,
1331,7,K,Chris Boswell,Dalton Del Don_error,
1332,7,K,Wil Lutz,Dalton Del Don_error,
1333,7,K,Joshua Karty,Dalton Del Don_error,24.0
1334,7,K,Jason Sanders,Dalton Del Don_error,
1335,7,K,Greg Joseph,Dalton Del Don_error,
1336,7,K,Dustin Hopkins,Dalton Del Don_error,
1337,7,K,Cam Little,Dalton Del Don_error,
1338,7,K,Brandon McManus,Dalton Del Don_error,
1339,7,K,Anders Carlson,Dalton Del Don_error,0.0
1340,7,K,Eddy Pineiro,Dalton Del Don_error,
1341,7,K,Greg Zuerlein,Dalton Del Don_error,
1342,7,K,Nick Folk,Dalton Del Don_error,
1343,7,K,Daniel Carlson,Dalton Del Don_error,
1344,7,K,Joey Slye,Dalton Del Don_error,
1345,7,K,Chad Ryland,Dalton Del Don_error,
1346,8,K,Will Reichard,Dalton Del Don_error,16.0
1347,8,K,Justin Tucker,Dalton Del Don_error,17.0
1348,8,K,Ka'imi Fairbairn,Dalton Del Don_error,7.0
1349,8,K,Brandon Aubrey,Dalton Del Don_error,16.0
1350,8,K,Younghoe Koo,Dalton Del Don_error,12.0
1351,8,K,Harrison Butker,Dalton Del Don_error,7.0
1352,8,K,Austin Seibert,Dalton Del Don_error,
1353,8,K,Evan McPherson,Dalton Del Don_error,13.0
1354,8,K,Chase McLaughlin,Dalton Del Don_error,7.0
1355,8,K,Wil Lutz,Dalton Del Don_error,21.0
1356,8,K,Cameron Dicker,Dalton Del Don_error,6.0
1357,8,K,Jake Bates,Dalton Del Don_error,0.0
1358,8,K,Chris Boswell,Dalton Del Don_error,
1359,8,K,Brandon McManus,Dalton Del Don_error,6.0
1360,8,K,Jason Myers,Dalton Del Don_error,
1361,8,K,Jake Elliott,Dalton Del Don_error,
1362,8,K,Tyler Bass,Dalton Del Don_error,
1363,8,K,Cairo Santos,Dalton Del Don_error,
1364,8,K,Joshua Karty,Dalton Del Don_error,
1365,8,K,Matt Gay,Dalton Del Don_error,
1366,8,K,Jason Sanders,Dalton Del Don_error,
1367,8,K,Anders Carlson,Dalton Del Don_error,
1368,8,K,Chad Ryland,Dalton Del Don_error,
1369,8,K,Cam Little,Dalton Del Don_error,
1370,8,K,Daniel Carlson,Dalton Del Don_error,
1371,8,K,Blake Grupe,Dalton Del Don_error,
1372,8,K,Dustin Hopkins,Dalton Del Don_error,
1373,8,K,Joey Slye,Dalton Del Don_error,
1374,8,K,Greg Zuerlein,Dalton Del Don_error,
1375,8,K,Nick Folk,Dalton Del Don_error,
1376,8,K,Eddy Pineiro,Dalton Del Don_error,
1377,8,K,Greg Joseph,Dalton Del Don_error,
1378,9,K,Brandon Aubrey,Dalton Del Don_error,7.0
1379,9,K,Will Reichard,Dalton Del Don_error,22.0
1380,9,K,Younghoe Koo,Dalton Del Don_error,23.0
1381,9,K,Austin Seibert,Dalton Del Don_error,4.0
1382,9,K,Justin Tucker,Dalton Del Don_error,0.0
1383,9,K,Harrison Butker,Dalton Del Don_error,8.0
1384,9,K,Ka'imi Fairbairn,Dalton Del Don_error,0.0
1385,9,K,Cameron Dicker,Dalton Del Don_error,
1386,9,K,Evan McPherson,Dalton Del Don_error,4.0
1387,9,K,Brandon McManus,Dalton Del Don_error,
1388,9,K,Jake Elliott,Dalton Del Don_error,10.0
1389,9,K,Tyler Bass,Dalton Del Don_error,9.0
1390,9,K,Jake Bates,Dalton Del Don_error,
1391,9,K,Chase McLaughlin,Dalton Del Don_error,
1392,9,K,Jason Myers,Dalton Del Don_error,17.0
1393,9,K,Blake Grupe,Dalton Del Don_error,6.0
1394,9,K,Wil Lutz,Dalton Del Don_error,
1395,9,K,Cairo Santos,Dalton Del Don_error,
1396,9,K,Chad Ryland,Dalton Del Don_error,
1397,9,K,Jason Sanders,Dalton Del Don_error,
1398,9,K,Matt Gay,Dalton Del Don_error,
1399,9,K,Joshua Karty,Dalton Del Don_error,
1400,9,K,Dustin Hopkins,Dalton Del Don_error,
1401,9,K,Cam Little,Dalton Del Don_error,
1402,9,K,Daniel Carlson,Dalton Del Don_error,
1403,9,K,Joey Slye,Dalton Del Don_error,
1404,9,K,Riley Patterson,Dalton Del Don_error,
1405,9,K,Eddy Pineiro,Dalton Del Don_error,
1406,9,K,Nick Folk,Dalton Del Don_error,
1407,9,K,Jude McAtamney,Dalton Del Don_error,
1408,10,K,Younghoe Koo,Dalton Del Don_error,19.0
1409,10,K,Justin Tucker,Dalton Del Don_error,24.0
1410,10,K,Cameron Dicker,Dalton Del Don_error,9.0
1411,10,K,Tyler Bass,Dalton Del Don_error,3.0
1412,10,K,Chris Boswell,Dalton Del Don_error,14.0
1413,10,K,Harrison Butker,Dalton Del Don_error,7.0
1414,10,K,Ka'imi Fairbairn,Dalton Del Don_error,5.0
1415,10,K,Brandon Aubrey,Dalton Del Don_error,
1416,10,K,Jake Elliott,Dalton Del Don_error,3.0
1417,10,K,Jake Bates,Dalton Del Don_error,4.0
1418,10,K,Jason Sanders,Dalton Del Don_error,
1419,10,K,Evan McPherson,Dalton Del Don_error,
1420,10,K,Jake Moody,Dalton Del Don_error,2.0
1421,10,K,Joshua Karty,Dalton Del Don_error,9.0
1422,10,K,Matt Gay,Dalton Del Don_error,
1423,10,K,Blake Grupe,Dalton Del Don_error,
1424,10,K,Chad Ryland,Dalton Del Don_error,
1425,10,K,Chase McLaughlin,Dalton Del Don_error,
1426,10,K,Wil Lutz,Dalton Del Don_error,
1427,10,K,Zane Gonzalez,Dalton Del Don_error,3.0
1428,10,K,Cairo Santos,Dalton Del Don_error,
1429,10,K,Cam Little,Dalton Del Don_error,
1430,10,K,Joey Slye,Dalton Del Don_error,
1431,10,K,Nick Folk,Dalton Del Don_error,
1432,10,K,Spencer Shrader,Dalton Del Don_error,
1433,10,K,Eddy Pineiro,Dalton Del Don_error,
1434,11,K,Ka'imi Fairbairn,Dalton Del Don_error,7.0
1435,11,K,Jake Bates,Dalton Del Don_error,2.0
1436,11,K,Cameron Dicker,Dalton Del Don_error,1.0
1437,11,K,Chris Boswell,Dalton Del Don_error,6.0
1438,11,K,Justin Tucker,Dalton Del Don_error,12.0
1439,11,K,Jake Moody,Dalton Del Don_error,19.0
1440,11,K,Tyler Bass,Dalton Del Don_error,9.0
1441,11,K,Younghoe Koo,Dalton Del Don_error,1.0
1442,11,K,Jason Sanders,Dalton Del Don_error,1.0
1443,11,K,Jake Elliott,Dalton Del Don_error,4.0
1444,11,K,Brandon McManus,Dalton Del Don_error,15.0
1445,11,K,Wil Lutz,Dalton Del Don_error,2.0
1446,11,K,Joshua Karty,Dalton Del Don_error,
1447,11,K,Brandon Aubrey,Dalton Del Don_error,
1448,11,K,Evan McPherson,Dalton Del Don_error,
1449,11,K,Zane Gonzalez,Dalton Del Don_error,
1450,11,K,Blake Grupe,Dalton Del Don_error,
1451,11,K,Dustin Hopkins,Dalton Del Don_error,
1452,11,K,Matt Gay,Dalton Del Don_error,
1453,11,K,Jason Myers,Dalton Del Don_error,
1454,11,K,Spencer Shrader,Dalton Del Don_error,
1455,11,K,Cairo Santos,Dalton Del Don_error,
1456,11,K,Daniel Carlson,Dalton Del Don_error,
1457,11,K,Joey Slye,Dalton Del Don_error,
1458,11,K,Cam Little,Dalton Del Don_error,
1459,11,K,Anders Carlson,Dalton Del Don_error,
1460,11,K,Nick Folk,Dalton Del Don_error,
1461,12,K,Jake Bates,Dalton Del Don_error,14.0
1462,12,K,Ka'imi Fairbairn,Dalton Del Don_error,9.0
1463,12,K,Cameron Dicker,Dalton Del Don_error,1.0
1464,12,K,Jason Sanders,Dalton Del Don_error,4.0
1465,12,K,Wil Lutz,Dalton Del Don_error,5.0
1466,12,K,Justin Tucker,Dalton Del Don_error,10.0
1467,12,K,Chris Boswell,Dalton Del Don_error,5.0
1468,12,K,Chase McLaughlin,Dalton Del Don_error,10.0
1469,12,K,Jake Moody,Dalton Del Don_error,10.0
1470,12,K,Brandon Aubrey,Dalton Del Don_error,
1471,12,K,Spencer Shrader,Dalton Del Don_error,2.0
1472,12,K,Jake Elliott,Dalton Del Don_error,4.0
1473,12,K,Chad Ryland,Dalton Del Don_error,
1474,12,K,Austin Seibert,Dalton Del Don_error,2.0
1475,12,K,Brandon McManus,Dalton Del Don_error,
1476,12,K,Matt Gay,Dalton Del Don_error,
1477,12,K,Joshua Karty,Dalton Del Don_error,
1478,12,K,Jason Myers,Dalton Del Don_error,
1479,12,K,Joey Slye,Dalton Del Don_error,
1480,12,K,Daniel Carlson,Dalton Del Don_error,
1481,12,K,Dustin Hopkins,Dalton Del Don_error,
1482,12,K,Cairo Santos,Dalton Del Don_error,
1483,12,K,Graham Gano,Dalton Del Don_error,
1484,12,K,Nick Folk,Dalton Del Don_error,
1485,12,K,Eddy Pineiro,Dalton Del Don_error,
1486,13,K,Cameron Dicker,Dalton Del Don_error,7.0
1487,13,K,Jake Bates,Dalton Del Don_error,6.0
1488,13,K,Ka'imi Fairbairn,Dalton Del Don_error,3.0
1489,13,K,Chris Boswell,Dalton Del Don_error,3.0
1490,13,K,Chase McLaughlin,Dalton Del Don_error,4.0
1491,13,K,Brandon Aubrey,Dalton Del Don_error,12.0
1492,13,K,Wil Lutz,Dalton Del Don_error,3.0
1493,13,K,Justin Tucker,Dalton Del Don_error,8.0
1494,13,K,Jake Elliott,Dalton Del Don_error,
1495,13,K,Tyler Bass,Dalton Del Don_error,
1496,13,K,Brandon McManus,Dalton Del Don_error,6.0
1497,13,K,Jason Sanders,Dalton Del Don_error,
1498,13,K,Chad Ryland,Dalton Del Don_error,
1499,13,K,Younghoe Koo,Dalton Del Don_error,
1500,13,K,Joshua Karty,Dalton Del Don_error,18.0
1501,13,K,Evan McPherson,Dalton Del Don_error,
1502,13,K,Jason Myers,Dalton Del Don_error,
1503,13,K,Matt Gay,Dalton Del Don_error,
1504,13,K,Zane Gonzalez,Dalton Del Don_error,
1505,13,K,Jake Moody,Dalton Del Don_error,
1506,13,K,Blake Grupe,Dalton Del Don_error,
1507,13,K,Matthew Wright,Dalton Del Don_error,3.0
1508,13,K,Joey Slye,Dalton Del Don_error,
1509,13,K,Nick Folk,Dalton Del Don_error,
1510,13,K,Cairo Santos,Dalton Del Don_error,
1511,13,K,Dustin Hopkins,Dalton Del Don_error,
1512,13,K,Eddy Pineiro,Dalton Del Don_error,
1513,13,K,Daniel Carlson,Dalton Del Don_error,
1514,13,K,Cam Little,Dalton Del Don_error,
1515,13,K,Graham Gano,Dalton Del Don_error,
1516,1,K,Evan McPherson,Matt Harmon_error,21.0
1517,1,K,Harrison Butker,Matt Harmon_error,14.0
1518,1,K,Justin Tucker,Matt Harmon_error,17.0
1519,1,K,Ka'imi Fairbairn,Matt Harmon_error,0.0
1520,1,K,Jake Elliott,Matt Harmon_error,7.0
1521,1,K,Tyler Bass,Matt Harmon_error,5.0
1522,1,K,Brandon Aubrey,Matt Harmon_error,4.0
1523,1,K,Jason Sanders,Matt Harmon_error,4.0
1524,1,K,Younghoe Koo,Matt Harmon_error,18.0
1525,1,K,Jake Moody,Matt Harmon_error,9.0
1526,1,K,Cairo Santos,Matt Harmon_error,4.0
1527,1,K,Jason Myers,Matt Harmon_error,1.0
1528,1,K,Jake Bates,Matt Harmon_error,
1529,1,K,Cameron Dicker,Matt Harmon_error,
1530,1,K,Blake Grupe,Matt Harmon_error,
1531,1,K,Dustin Hopkins,Matt Harmon_error,
1532,1,K,Chase McLaughlin,Matt Harmon_error,
1533,1,K,Daniel Carlson,Matt Harmon_error,
1534,1,K,Chris Boswell,Matt Harmon_error,
1535,1,K,Greg Zuerlein,Matt Harmon_error,
1536,1,K,Joshua Karty,Matt Harmon_error,
1537,1,K,Matt Prater,Matt Harmon_error,
1538,1,K,Graham Gano,Matt Harmon_error,
1539,1,K,Will Reichard,Matt Harmon_error,
1540,1,K,Eddy Pineiro,Matt Harmon_error,
1541,1,K,Cam Little,Matt Harmon_error,
1542,1,K,Wil Lutz,Matt Harmon_error,
1543,1,K,Joey Slye,Matt Harmon_error,
1544,1,K,Brayden Narveson,Matt Harmon_error,
1545,1,K,Nick Folk,Matt Harmon_error,
1546,1,K,Spencer Shrader,Matt Harmon_error,
1547,1,K,Cade York,Matt Harmon_error,
1548,2,K,Justin Tucker,Matt Harmon_error,5.0
1549,2,K,Harrison Butker,Matt Harmon_error,12.0
1550,2,K,Brandon Aubrey,Matt Harmon_error,1.0
1551,2,K,Ka'imi Fairbairn,Matt Harmon_error,1.0
1552,2,K,Jake Elliott,Matt Harmon_error,18.0
1553,2,K,Tyler Bass,Matt Harmon_error,13.0
1554,2,K,Jake Moody,Matt Harmon_error,19.0
1555,2,K,Jason Sanders,Matt Harmon_error,21.0
1556,2,K,Evan McPherson,Matt Harmon_error,4.0
1557,2,K,Chris Boswell,Matt Harmon_error,6.0
